skill_python,skill_javascript,skill_react,skill_nodejs,skill_mongodb,skill_design,skill_testing,skill_devops,skill_ml,skill_java,role_PM,role_Developer,role_Designer,role_QA,role_BusinessAnalyst,availability_overlap,team_size,avg_skill_level,skill_diversity,roles_covered,max_skill_gap,workload_balance_score,success_score
2,5,5,2,1,2,4,4,2,1,1,1,0,1,1,0.4248490699959881,6,2.8,8,4,2.224,1.389,88.38
4,4,4,5,3,3,3,2,2,2,0,0,1,1,1,0.8460847958073121,6,3.2,10,3,2.204,0.989,89.02
3,5,5,5,3,2,5,2,2,2,1,1,1,1,1,0.7382117887662598,5,3.4,10,5,2.383,0.676,100.0
1,2,1,2,2,5,3,2,1,2,1,0,1,1,0,0.6107187358037601,3,2.1,7,3,1.642,1.007,64.59
5,2,2,5,3,5,3,3,2,2,1,1,1,1,1,0.9136229795442079,6,3.2,10,5,1.958,0.64,96.04
5,5,3,5,3,5,4,1,1,2,1,0,1,1,0,0.8243126828941787,6,3.4,8,3,2.273,1.231,100.0
1,4,5,1,2,5,2,3,2,2,0,1,1,1,0,0.4457174477555956,3,2.7,8,3,0.449,1.619,80.17
5,4,4,5,4,3,4,4,2,2,1,1,0,1,1,0.6262278855295471,6,3.7,10,4,2.306,1.232,100.0
2,4,5,2,2,3,2,4,2,2,1,1,1,1,1,0.40043508454157334,5,2.8,10,5,1.154,1.628,93.17
5,1,2,5,4,5,3,2,1,2,1,1,1,1,1,0.8753514304927188,5,3.0,8,5,2.336,1.821,83.9
3,2,2,4,2,5,2,3,1,2,1,1,1,1,1,0.7759925694760819,5,2.6,9,5,2.446,0.054,86.9
5,2,2,5,4,4,2,4,2,2,1,1,1,1,1,0.7407587679992094,5,3.2,10,5,0.41,1.415,100.0
2,5,5,1,2,5,5,5,2,2,1,1,1,1,0,0.8015024721102229,4,3.4,9,4,1.355,0.35,100.0
2,4,4,2,2,5,2,2,2,0,1,1,0,0,1,0.6463571223192606,3,2.5,9,3,1.873,1.699,86.09
1,2,1,2,2,1,3,4,2,2,0,0,1,1,1,0.6054146843053084,3,2.0,7,3,2.741,1.752,47.7
2,5,4,2,2,2,2,3,1,2,1,1,1,0,1,0.5511170531486345,4,2.5,9,4,1.633,1.28,90.6
5,4,5,3,3,2,5,3,2,1,1,1,1,1,0,0.6953516497264824,6,3.3,9,4,2.231,1.356,100.0
2,2,2,2,2,4,5,5,2,2,1,1,1,1,0,0.8276736893672021,4,2.8,10,4,1.584,1.112,93.2
0,3,5,2,2,2,4,2,2,2,1,1,0,0,1,0.5881436654629089,3,2.4,9,3,2.311,0.265,77.73
3,4,3,5,2,3,2,3,2,1,0,1,1,1,1,0.7860207533620576,4,2.8,9,4,0.483,0.966,97.14
2,3,5,2,2,5,2,3,2,2,1,1,1,1,0,0.6865176453964041,6,2.8,10,4,0.093,0.833,95.75
5,4,4,3,4,5,2,2,1,1,1,1,1,0,0,0.8358429534173364,3,3.1,8,3,2.389,0.586,98.39
3,5,4,5,2,5,2,5,1,2,1,1,0,0,1,0.9723831269071246,6,3.4,9,3,2.203,1.528,100.0
2,2,2,2,2,5,3,4,2,2,1,0,1,1,0,0.8798423290258928,3,2.6,10,3,2.051,1.291,79.06
4,2,2,4,4,3,2,2,2,2,0,1,1,1,1,0.34167457621899844,4,2.7,10,4,2.816,0.085,76.33
3,5,4,5,4,5,3,3,2,2,1,1,0,0,1,0.9154364343653247,6,3.6,10,3,2.663,1.073,100.0
2,5,3,2,2,5,3,5,2,2,1,1,1,1,1,0.8232621072292199,5,3.1,10,5,2.44,0.616,98.77
3,2,2,3,2,4,4,3,2,2,1,1,1,1,1,0.8507172985844451,5,2.7,10,5,1.326,0.088,100.0
2,4,5,2,1,2,2,4,2,2,0,1,0,1,1,0.39429817629572095,3,2.6,9,3,0.6,0.361,78.98
5,5,4,5,2,3,5,2,2,1,1,1,1,1,1,0.5227976539961217,5,3.4,9,5,1.717,0.322,100.0
2,2,2,2,2,3,5,3,0,2,1,1,0,0,1,0.47688654276806824,3,2.3,9,3,0.617,1.065,73.74
2,2,2,1,2,4,4,4,2,2,1,0,1,1,1,0.8303950433795626,4,2.5,9,4,1.912,0.39,90.18
2,4,5,2,2,5,2,4,2,2,1,1,1,1,1,0.9476102669229298,5,3.0,10,5,1.405,1.08,100.0
5,5,4,4,4,1,3,5,1,2,1,1,1,0,1,0.34642447597461523,6,3.4,8,4,2.565,1.755,91.43
5,3,4,5,4,2,1,2,2,2,1,1,1,1,1,0.86601213778896,5,3.0,9,5,2.219,0.907,94.78
5,3,3,4,4,2,2,2,1,1,1,0,0,1,1,0.5674790874734164,3,2.7,8,3,1.464,0.228,85.25
2,5,5,2,2,2,1,2,2,0,1,1,0,1,0,0.7339595865534385,3,2.3,8,3,0.352,0.69,85.52
2,2,2,2,2,5,5,4,2,1,1,1,1,0,1,0.948382959291342,4,2.7,9,4,2.816,1.4,84.15
3,2,2,3,4,0,4,2,2,2,0,0,1,1,1,0.6405267473925923,3,2.4,9,3,0.909,0.628,72.61
3,4,4,5,4,5,4,2,2,2,1,1,0,1,1,0.5919559727623115,6,3.5,10,4,0.781,0.254,100.0
2,4,3,2,1,5,5,4,1,1,1,1,1,1,1,0.6311265230747036,5,2.8,7,5,2.906,1.743,89.69
2,3,5,2,2,4,4,4,2,2,1,1,1,1,0,0.8281983861553903,6,3.0,10,4,0.942,0.9,100.0
2,2,2,2,2,5,5,5,2,2,0,0,1,1,1,0.417041665886452,6,2.9,10,3,2.199,0.092,95.63
3,5,5,5,2,5,2,3,2,1,1,1,1,1,1,0.6730465185977633,5,3.3,9,5,0.866,1.547,100.0
2,5,5,2,2,1,4,2,2,2,1,1,1,1,0,0.3297716471390618,4,2.7,9,4,1.464,0.387,92.22
2,4,5,1,2,4,2,5,2,2,0,1,0,1,1,0.41889757416643963,3,2.9,9,3,2.589,0.391,72.17
4,5,3,5,3,5,4,2,2,2,1,1,1,1,1,0.6476728684131383,5,3.5,10,5,2.348,1.72,98.02
5,5,5,3,3,5,1,5,2,2,1,1,1,1,0,0.6640212518049622,4,3.6,9,4,0.516,1.793,100.0
5,5,3,5,3,4,5,5,2,2,0,1,0,1,1,0.860072028065223,6,3.9,10,3,2.911,1.299,100.0
3,1,2,4,4,2,5,2,2,2,1,1,1,1,0,0.5359185866382347,4,2.7,9,4,1.771,1.062,80.73
2,2,2,2,2,4,3,3,2,2,1,1,1,0,0,0.8021702222036045,3,2.4,10,3,2.828,0.215,74.81
3,5,5,4,3,4,3,5,2,2,0,0,1,1,1,0.33873551868625995,6,3.6,10,3,1.491,1.626,92.63
5,4,5,5,4,1,3,2,2,2,1,1,0,1,1,0.62276590132081,4,3.3,9,4,0.693,1.035,100.0
1,2,2,2,1,2,5,5,2,2,1,1,1,1,0,0.6196232131288333,4,2.4,8,4,1.272,0.724,79.52
2,2,2,2,1,5,4,3,2,2,1,1,0,1,0,0.7687989142557095,3,2.5,9,3,0.094,0.056,87.92
5,5,4,5,4,3,1,4,2,2,1,1,1,1,1,0.6635099006966352,5,3.5,9,5,1.604,1.022,100.0
2,5,3,2,1,3,5,4,1,2,1,1,1,1,1,0.9848016735708749,5,2.8,8,5,2.647,0.445,100.0
4,5,5,5,4,4,4,5,2,2,1,1,1,1,1,0.4885001345697705,5,4.0,10,5,2.364,0.084,100.0
4,5,5,4,4,3,2,2,2,2,1,1,0,1,1,0.3608385876365874,6,3.3,10,4,2.755,1.056,98.37
2,4,5,2,1,4,4,2,1,2,1,1,1,1,1,0.5537791620265771,5,2.7,8,5,0.746,1.257,96.68
2,4,5,2,2,4,2,4,2,2,1,1,1,1,1,0.9778828215081821,5,2.9,10,5,1.554,1.489,100.0
2,5,5,1,2,5,2,2,1,1,0,1,0,1,1,0.8753106064301801,3,2.6,7,3,2.571,0.468,82.48
5,5,5,3,2,3,1,0,2,2,1,1,0,1,0,0.9119836812848747,3,2.8,8,3,0.766,1.679,99.01
2,4,5,2,2,3,3,2,2,2,1,0,1,1,1,0.3463146088869036,4,2.7,10,4,2.03,0.515,93.94
2,3,5,1,1,3,3,2,2,2,1,0,1,0,1,0.6945359532676617,3,2.4,8,3,0.785,0.916,82.48
4,4,4,3,4,5,3,2,2,2,1,1,1,1,1,0.5410960023480761,6,3.3,10,5,2.161,0.939,100.0
1,2,2,2,2,5,3,5,2,2,1,1,1,1,1,0.6458890932816089,5,2.6,9,5,0.585,1.472,91.91
5,4,5,4,4,1,1,4,2,2,1,1,1,0,1,0.303979202371902,4,3.2,8,4,0.621,0.123,96.51
2,5,5,1,2,4,4,5,1,2,1,1,1,1,1,0.9495041441227954,5,3.1,8,5,1.463,1.828,100.0
2,5,5,1,1,5,5,4,2,2,1,1,1,0,1,0.8553226320694509,6,3.2,8,4,0.915,0.09,100.0
3,4,4,5,2,4,5,2,2,2,1,1,1,0,1,0.507673172094554,4,3.3,10,4,1.274,0.245,100.0
5,3,4,5,4,2,2,4,2,2,1,1,1,1,1,0.810628498161728,6,3.3,10,5,0.438,0.876,100.0
5,5,5,3,3,2,2,4,2,1,0,1,0,1,1,0.774288528328669,3,3.2,9,3,1.327,0.973,99.97
1,2,2,2,2,2,5,2,2,2,1,1,1,1,1,0.7396570339262052,5,2.2,9,5,1.302,0.129,88.64
5,1,1,5,3,4,0,4,2,2,0,1,1,0,1,0.6925717554393865,3,2.7,7,3,1.221,1.265,68.53
5,2,2,4,3,5,5,4,1,2,1,1,1,1,1,0.7196542469822955,5,3.3,9,5,1.039,1.436,100.0
2,5,4,2,2,2,4,3,1,1,1,1,1,1,1,0.6307824324117278,5,2.6,8,5,2.55,1.625,84.47
0,1,2,2,2,4,1,5,2,2,0,1,1,0,1,0.9534096298818053,3,2.1,7,3,1.869,0.493,55.6
2,1,2,2,2,2,3,5,2,2,1,1,0,1,1,0.8859706187303373,4,2.3,9,4,2.616,0.561,64.3
5,4,5,5,4,5,4,2,2,2,1,1,0,1,1,0.5167576137429689,6,3.8,10,4,0.757,0.347,100.0
3,4,5,4,4,2,3,2,2,0,0,1,1,1,1,0.8928140843692973,4,2.9,9,4,0.518,1.483,100.0
2,2,2,2,2,5,4,5,2,2,1,1,1,1,1,0.5728811774345104,5,2.8,10,5,1.112,1.268,95.01
4,1,2,4,2,0,2,5,2,2,0,0,1,1,1,0.9594454647586284,3,2.4,8,3,1.891,1.473,61.86
4,5,5,4,3,1,3,1,2,2,1,1,0,1,1,0.5391629940105307,4,3.0,8,4,2.769,0.716,89.17
1,1,2,2,2,2,5,5,2,2,0,1,1,1,1,0.6646795333407596,4,2.4,8,4,2.53,1.44,65.04
3,3,5,3,2,5,3,1,1,2,0,1,1,1,1,0.32405009877801977,4,2.8,8,4,2.703,1.394,74.1
5,4,5,3,4,5,5,2,2,2,1,1,1,1,1,0.9838973773714073,5,3.7,10,5,1.969,1.398,100.0
2,5,4,1,2,2,2,5,2,2,1,1,1,0,1,0.31205108612697974,4,2.7,9,4,1.92,1.628,78.45
3,3,5,3,4,1,4,2,2,2,0,0,1,1,1,0.4795825097042834,3,2.9,9,3,1.949,1.797,79.73
0,4,5,2,2,2,4,2,2,2,0,1,1,1,0,0.9763532628186933,3,2.5,9,3,1.851,0.936,81.85
4,5,4,4,3,2,3,2,2,2,0,1,1,1,1,0.43280577696728756,4,3.1,10,4,0.218,0.884,100.0
2,5,5,2,2,2,5,0,2,2,1,1,1,1,1,0.33913010821544265,5,2.7,9,5,2.287,1.045,93.26
3,5,4,3,2,1,4,4,2,2,1,1,1,1,1,0.4657404914240191,5,3.0,9,5,1.572,0.411,93.8
5,3,4,5,4,2,5,2,1,2,0,1,1,1,1,0.5645973224125672,4,3.3,9,4,2.277,1.18,95.11
2,1,2,2,2,5,5,4,1,2,1,0,0,1,1,0.7209190784150531,3,2.6,8,3,1.159,1.398,79.52
5,2,2,5,4,5,5,3,2,2,1,1,1,1,1,0.33435036797883033,6,3.5,10,5,0.043,1.331,100.0
2,4,4,2,2,5,5,4,2,2,1,1,0,1,1,0.8186561921827071,6,3.2,10,4,1.532,0.769,100.0
3,4,5,3,3,5,3,2,2,2,1,1,1,1,0,0.7302341775489736,6,3.2,10,4,2.557,1.23,98.98
5,4,4,5,4,3,3,2,2,2,1,1,1,0,1,0.6918977305191918,4,3.4,10,4,1.69,0.129,100.0
3,4,5,4,4,5,3,2,2,2,1,1,1,1,1,0.39115894899116155,5,3.4,10,5,0.783,1.643,100.0
2,2,1,2,2,4,4,2,1,2,1,0,1,1,0,0.806068273740828,3,2.2,8,3,0.919,1.548,81.55
3,2,2,3,4,4,4,4,2,2,1,1,1,1,1,0.60536526627073,6,3.0,10,5,0.739,1.524,99.53
2,3,5,2,2,4,4,2,2,2,0,1,1,1,1,0.34034482901231783,6,2.8,10,4,2.536,1.223,83.81
4,2,2,4,4,4,4,3,2,2,1,1,0,1,0,0.9605493100051858,6,3.1,10,3,2.591,0.367,87.18
2,4,5,2,2,2,5,5,1,2,1,0,1,1,1,0.9510599918372904,6,3.0,9,4,2.316,1.789,89.11
4,4,4,3,4,1,5,5,2,2,1,0,1,1,1,0.37890167149485976,4,3.4,9,4,0.307,1.938,96.87
4,2,2,3,3,5,2,1,2,2,1,1,1,1,0,0.6975775718053392,4,2.6,9,4,0.055,0.651,94.02
1,5,3,2,1,2,4,5,1,2,0,1,0,1,1,0.5364674933734839,3,2.6,7,3,2.181,0.758,73.2
3,1,2,5,4,4,4,3,2,2,1,1,1,1,1,0.8686846411036193,5,3.0,9,5,2.425,0.98,93.62
5,3,4,5,2,2,5,2,1,2,1,1,1,0,0,0.4967522848162742,3,3.1,9,3,2.04,1.539,97.91
4,2,2,3,4,3,3,5,2,2,0,1,1,1,1,0.6692508047437552,6,3.0,10,4,1.215,1.841,83.36
1,3,5,1,1,1,4,5,2,2,1,1,1,1,0,0.44348479833921856,4,2.5,6,4,2.101,0.935,80.49
4,5,3,4,4,3,2,1,2,1,0,1,1,1,1,0.6351858691198984,4,2.9,8,4,0.222,0.11,98.34
2,5,4,1,2,5,4,4,2,1,1,1,1,1,1,0.7629696022437338,5,3.0,8,5,2.669,0.617,97.29
5,4,4,3,2,3,2,2,2,2,1,1,0,0,1,0.7550641006441019,3,2.9,10,3,0.365,1.047,100.0
3,2,1,4,3,3,2,3,2,2,0,1,1,1,1,0.9231222891444075,4,2.5,9,4,1.085,0.762,87.59
2,5,5,2,2,4,2,5,2,1,1,1,1,0,0,0.3160880221550146,3,3.0,9,3,2.908,1.669,77.15
3,2,2,3,2,2,5,5,2,2,1,1,1,0,1,0.8807863947547558,4,2.8,10,4,2.064,0.139,89.42
2,3,4,0,1,0,2,5,2,2,1,1,0,1,0,0.9799282667902307,3,2.1,7,3,1.367,1.735,71.34
4,3,4,4,3,2,4,3,2,2,1,1,1,1,1,0.9650995227864567,5,3.1,10,5,2.182,0.216,100.0
5,4,4,3,3,2,4,2,2,2,1,1,1,1,1,0.333341684403493,5,3.1,10,5,2.023,1.485,100.0
2,4,4,2,2,2,2,5,2,2,1,1,1,0,1,0.6908034937422881,4,2.7,10,4,2.872,0.676,92.41
2,5,4,2,2,3,4,5,2,2,0,1,1,1,1,0.8935953500065146,6,3.1,10,4,2.661,1.71,89.02
2,3,4,2,2,5,3,4,2,2,1,0,1,1,1,0.5596412126967815,6,2.9,10,4,0.714,1.962,98.01
5,0,1,5,3,5,1,5,2,2,0,0,1,1,1,0.3112439294205672,3,2.9,7,3,0.362,0.663,68.01
3,4,5,4,2,4,2,2,2,2,1,0,1,1,1,0.6194560791388701,4,3.0,10,4,1.659,1.298,95.78
5,5,5,5,4,5,5,2,1,1,1,0,1,1,0,0.4773936223836198,6,3.8,8,3,2.443,0.364,100.0
4,5,3,5,4,2,5,3,2,1,1,1,1,1,1,0.5836331761523175,6,3.4,9,5,1.9,1.337,100.0
5,2,2,5,4,5,5,2,2,2,1,1,1,1,1,0.7464457570092968,5,3.4,10,5,1.258,0.611,100.0
2,5,5,2,2,2,4,5,2,2,0,1,1,1,1,0.4405912486226448,4,3.1,10,4,0.96,1.564,93.01
3,4,4,5,2,2,2,2,1,1,0,0,1,1,1,0.970620910285956,3,2.6,8,3,1.679,1.932,87.47
2,1,2,2,2,5,4,3,1,1,0,1,1,0,1,0.8661118991439702,3,2.3,7,3,1.393,1.401,68.17
3,1,2,5,3,5,2,5,1,1,1,1,1,1,0,0.816916277688758,4,2.8,7,4,1.043,0.015,86.7
4,5,5,3,4,5,3,5,1,2,0,1,1,1,1,0.7723221832666446,6,3.7,9,4,2.835,1.075,100.0
4,2,2,3,3,5,5,3,2,2,1,1,1,1,1,0.5869645873465811,5,3.1,10,5,2.577,1.275,100.0
2,4,4,2,2,5,4,2,2,2,1,1,1,1,0,0.7282413033436913,4,2.9,10,4,1.88,1.881,95.68
4,2,2,5,4,4,5,3,2,2,1,1,1,1,1,0.5485414458971498,5,3.3,10,5,2.58,0.177,94.84
2,3,4,2,1,1,5,5,1,2,0,1,1,1,1,0.3997310523810358,4,2.6,7,4,2.488,1.507,71.92
2,0,2,1,2,4,5,5,2,2,1,1,1,1,1,0.5021089889385776,5,2.5,8,5,2.577,0.407,82.19
1,2,1,2,2,5,2,4,2,2,1,1,1,1,1,0.9756481418801786,5,2.3,8,5,2.088,1.49,76.92
5,3,4,4,2,2,3,5,1,1,1,1,1,1,1,0.8704384779373855,5,3.0,8,5,2.398,0.199,94.77
3,2,2,3,4,2,2,5,2,2,0,1,1,0,1,0.31567184280704236,3,2.7,10,3,2.697,0.512,66.55
0,4,5,2,1,5,5,5,2,2,1,1,1,1,1,0.7204875905153107,5,3.1,8,5,2.918,0.306,88.13
4,2,2,4,4,5,3,2,2,2,1,1,1,1,1,0.6467781795699712,5,3.0,10,5,1.101,1.552,100.0
2,1,2,1,2,3,2,4,2,1,1,1,0,0,1,0.8577271839972309,3,2.0,7,3,0.906,1.377,67.05
4,3,5,5,3,3,3,2,2,2,1,1,1,0,1,0.9796841801503766,6,3.2,10,4,1.491,1.924,91.72
3,5,4,3,2,2,3,5,2,1,1,1,1,1,1,0.686158584654446,5,3.0,9,5,0.604,0.429,100.0
2,3,5,2,2,5,2,4,2,1,1,1,1,0,1,0.7148479312314417,4,2.8,9,4,2.892,0.524,94.1
5,2,2,4,3,2,2,5,2,2,1,0,1,1,1,0.7574204917059009,4,2.9,10,4,1.49,0.037,92.14
2,5,5,1,2,5,4,4,2,2,1,0,0,1,1,0.8581732578887835,6,3.2,9,3,1.394,0.958,99.49
1,5,3,1,2,3,3,5,2,2,1,1,1,1,1,0.864667536079152,5,2.7,8,5,0.563,1.923,86.27
5,2,2,3,3,5,4,2,2,2,0,1,1,1,1,0.3598202212274132,4,3.0,10,4,1.19,1.533,82.54
2,5,5,2,2,2,5,4,2,1,1,0,1,1,1,0.8266866077470294,4,3.0,9,4,1.242,1.144,94.37
5,5,4,5,2,2,5,5,2,1,1,1,1,1,1,0.7958057214101185,5,3.6,9,5,0.407,0.113,100.0
2,3,5,2,2,5,3,3,1,1,1,1,1,1,1,0.8272870326837298,5,2.7,8,5,2.734,1.961,95.68
3,4,5,5,2,1,4,1,1,1,0,1,0,1,1,0.37834969258507056,3,2.7,6,3,0.559,1.874,79.82
3,4,5,5,3,4,2,5,2,2,1,1,1,1,1,0.6767006661984437,5,3.5,10,5,1.161,1.779,100.0
4,2,2,5,4,5,2,2,2,2,1,1,1,1,1,0.5905148740969755,5,3.0,10,5,1.676,1.81,84.59
2,4,5,2,2,1,5,5,2,2,1,1,1,1,1,0.9704393517502599,5,3.0,9,5,1.051,0.695,100.0
2,4,3,2,2,2,5,5,2,2,1,0,1,1,1,0.6035202460338772,6,2.9,10,4,1.208,0.901,94.34
5,2,2,5,4,5,5,3,2,2,0,1,1,1,1,0.36400226410101927,4,3.5,10,4,0.262,1.166,100.0
2,2,2,2,1,5,4,5,2,1,1,1,0,1,0,0.39116633627066744,3,2.6,8,3,0.453,0.546,76.05
4,5,3,4,3,2,2,4,2,2,0,0,1,1,1,0.3613222412868473,6,3.1,10,3,1.035,0.361,93.78
3,1,2,3,4,5,2,5,2,2,1,1,1,0,1,0.9380069543193281,4,2.9,9,4,0.234,1.502,88.21
5,2,2,5,4,2,4,4,2,2,0,1,1,1,1,0.6403816311007067,4,3.2,10,4,2.362,1.172,79.95
2,4,4,2,2,5,2,5,2,2,1,1,1,1,1,0.4887487258202642,5,3.0,10,5,2.886,0.127,85.25
5,2,2,4,3,2,5,1,2,2,1,0,1,1,1,0.666103204447731,4,2.8,9,4,1.102,0.402,100.0
5,2,2,3,2,5,3,4,2,2,1,1,1,1,0,0.660084440246333,4,3.0,10,4,1.236,1.452,100.0
5,4,5,4,4,3,2,4,2,2,1,1,1,1,1,0.7955566783292561,6,3.5,10,5,1.613,1.219,100.0
5,5,3,4,4,2,2,5,1,2,1,1,0,1,1,0.6904524331147921,6,3.3,9,4,2.131,1.541,90.14
3,4,5,3,4,5,4,5,2,2,1,0,1,0,1,0.9079711474039438,6,3.7,10,3,2.21,0.069,100.0
5,5,4,4,4,5,2,5,2,2,0,0,1,1,1,0.8960325617870801,6,3.8,10,3,2.218,0.36,100.0
3,4,3,3,4,3,5,2,2,2,1,1,0,1,1,0.7022002988848246,6,3.1,10,4,0.047,0.194,100.0
4,4,4,3,3,1,3,2,1,2,1,0,1,1,0,0.8771709183958929,3,2.7,8,3,0.798,0.368,100.0
2,2,2,2,1,5,5,2,2,2,0,1,1,1,0,0.5866150706346434,3,2.5,9,3,1.462,1.935,74.7
5,2,2,4,3,5,2,3,2,2,1,1,1,0,1,0.6162365603635234,4,3.0,10,4,0.774,0.06,95.96
4,2,2,4,3,4,3,5,2,2,1,1,1,1,1,0.8265716555901919,5,3.1,10,5,1.183,1.891,100.0
2,5,5,2,2,5,3,2,2,2,1,1,1,1,0,0.46945984443522953,4,3.0,10,4,0.525,0.178,92.63
3,5,3,4,2,2,4,4,2,2,1,1,1,1,1,0.7575937675873217,5,3.1,10,5,2.008,1.331,96.84
2,3,3,1,2,5,1,2,1,2,1,0,0,1,1,0.7733910540534904,3,2.2,7,3,2.609,1.693,71.0
4,5,3,3,4,4,2,5,2,1,1,1,1,1,1,0.9082042363767111,5,3.3,9,5,0.376,0.97,98.43
3,5,3,3,3,2,2,3,1,2,0,1,0,1,1,0.5001448783404335,3,2.7,9,3,1.708,1.933,72.81
4,2,2,4,4,5,5,2,2,2,1,1,1,1,1,0.3786039719852457,5,3.2,10,5,2.826,0.069,100.0
5,2,1,3,2,5,4,5,2,2,0,1,1,0,1,0.5369849471022297,6,3.1,9,3,0.704,0.893,100.0
2,1,2,1,1,2,3,3,2,2,0,1,1,1,0,0.3688678870974372,3,1.9,7,3,1.857,1.116,55.42
1,3,4,2,2,2,3,5,2,1,1,1,1,1,1,0.9717705763558355,5,2.5,8,5,0.478,0.001,96.18
4,4,5,4,2,2,3,3,2,2,1,1,1,1,1,0.8014007164498038,5,3.1,10,5,0.127,0.12,100.0
3,4,5,5,4,2,2,2,2,2,1,1,0,1,0,0.6348721583513832,3,3.1,10,3,2.448,1.38,83.92
3,4,5,3,2,1,2,2,2,2,0,1,1,1,0,0.67084563627579,3,2.6,9,3,1.07,1.287,78.66
5,2,1,4,3,1,5,2,2,2,1,1,0,0,1,0.43136685737725966,3,2.7,8,3,0.803,1.157,77.08
3,2,2,5,3,0,1,5,1,0,1,1,0,1,0,0.4823858801725941,3,2.2,6,3,2.338,0.007,61.58
4,3,4,5,4,3,4,2,2,2,1,1,1,1,1,0.565453690467075,5,3.3,10,5,1.434,0.864,100.0
3,4,4,5,4,5,3,2,2,2,1,1,1,1,1,0.6535633757866018,5,3.4,10,5,2.976,0.44,100.0
2,4,4,2,2,4,5,4,2,2,1,1,1,0,1,0.7318900145545413,6,3.1,10,4,2.13,0.017,100.0
3,4,4,4,2,2,3,2,1,1,0,1,1,1,0,0.7272282166631476,3,2.6,8,3,2.006,1.201,78.13
4,5,5,4,4,3,4,4,2,2,1,1,0,0,1,0.7492540638341008,6,3.7,10,3,0.764,1.151,100.0
2,3,4,2,2,4,3,3,2,2,1,1,1,1,1,0.7780557172651943,5,2.7,10,5,2.617,0.458,91.48
5,2,2,5,3,5,4,2,2,2,1,1,1,1,1,0.7428771412993654,5,3.2,10,5,0.555,1.985,100.0
5,5,5,4,4,3,2,2,2,2,1,0,1,1,1,0.9688077467098042,6,3.4,10,4,0.526,1.078,100.0
5,3,4,4,4,3,2,4,2,2,0,1,1,1,0,0.40170068704667383,6,3.3,10,3,0.376,1.342,87.13
4,5,3,4,3,4,2,2,1,2,1,1,0,0,1,0.9145445542443789,3,3.0,9,3,2.845,1.284,75.73
2,4,4,2,2,2,4,3,2,2,0,1,1,1,1,0.790481150281412,6,2.7,10,4,1.189,1.09,91.85
2,2,2,2,2,3,4,3,2,2,0,1,1,1,1,0.8192945165431218,4,2.4,10,4,2.685,0.379,78.94
2,4,3,2,2,5,0,4,2,2,1,1,1,0,1,0.33567360921443573,4,2.6,9,4,1.558,1.211,71.97
2,2,2,2,2,5,5,4,2,2,0,1,1,1,1,0.4934523049559951,4,2.8,10,4,1.7,0.132,90.09
5,1,2,4,4,1,2,2,2,2,1,1,0,1,0,0.45586476211189286,3,2.5,8,3,0.309,0.12,73.91
5,1,2,5,4,1,4,1,1,2,1,1,1,0,1,0.4307811564104669,4,2.6,6,4,2.014,0.434,78.34
2,3,3,1,1,2,4,5,2,2,0,1,0,1,1,0.936330765448314,3,2.5,8,3,2.541,0.358,77.95
4,1,1,4,3,3,1,5,1,2,1,1,0,1,1,0.6089071260960773,4,2.5,6,4,2.127,0.62,71.67
1,4,5,2,2,2,5,2,1,2,0,1,1,1,1,0.9352175587338265,4,2.6,8,4,0.884,0.693,94.99
2,2,2,2,1,4,3,5,2,2,1,0,1,1,1,0.7967640841840818,4,2.5,9,4,0.045,1.278,87.09
4,2,2,5,3,3,5,5,2,2,1,1,1,1,1,0.8501175838765067,5,3.3,10,5,0.4,0.929,100.0
4,2,2,4,2,3,5,1,2,2,0,1,1,0,1,0.6968680867999576,3,2.7,9,3,2.85,1.685,73.69
4,3,5,5,4,2,4,2,2,2,1,1,1,0,1,0.9554540042683684,6,3.3,10,4,0.141,1.302,100.0
4,3,5,3,3,5,3,2,2,2,0,1,1,1,1,0.7234105479867583,6,3.2,10,4,1.993,0.186,100.0
4,2,2,5,4,2,2,5,2,2,1,0,1,1,1,0.34403302495998994,4,3.0,10,4,2.854,0.134,71.71
4,1,2,5,3,4,2,5,2,2,0,1,0,1,1,0.7654003147924373,3,3.0,9,3,0.992,0.198,82.83
1,2,2,2,2,5,5,4,2,2,1,1,1,1,0,0.7103125217708783,4,2.7,9,4,2.075,1.111,78.96
5,4,3,5,3,4,4,2,2,2,1,1,1,1,1,0.9463226197761725,5,3.4,10,5,1.892,0.824,100.0
4,5,4,5,3,5,1,1,2,2,1,0,0,1,1,0.4567793205919764,3,3.2,8,3,1.229,0.263,88.89
3,1,2,4,3,5,5,3,2,2,1,1,1,1,1,0.8180741790353057,5,3.0,9,5,0.757,0.863,100.0
2,2,2,2,2,1,3,4,1,2,0,0,1,1,1,0.6096447681895905,3,2.1,8,3,2.798,0.529,55.2
3,2,2,4,3,5,2,4,2,2,1,1,1,1,1,0.38193210866153215,5,2.9,10,5,0.475,0.517,90.94
5,5,5,5,2,4,3,3,1,2,1,0,1,0,1,0.8349605599151639,6,3.5,9,3,2.04,1.127,100.0
2,2,1,2,2,5,4,3,2,2,1,1,1,1,0,0.42456630664647943,4,2.5,9,4,1.266,1.303,74.15
4,0,2,4,4,4,2,1,1,2,0,1,0,1,1,0.8318160598565623,3,2.4,7,3,0.163,0.0,78.61
4,2,2,5,3,2,5,3,2,2,1,1,1,1,1,0.7730422703640952,5,3.0,10,5,1.334,1.228,98.85
